ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
CA MSSP 2023 Enhanced,A3299,2022,,4.22,2911,2613,*,281,17,325,690,605,182,170,*,10,522,121,9965,3439,5501,10278184,50.00%,36,82.12,,,,,,,,,,,,,,,83.44,68.18,82.9,86.62,89,90.32,14.29,17.86,63.27,19660,118.0,296,606,418,606,296,17414
"Aledade Arkansas ACO, LLC",A3299,2018,AR,0.3544684,2970,2311,140,455,88,233,499,345,296,255,3,27,653,168,9818,5053,3551,0,46.93,44,0.9386,90.76,94.24,93.82,83.37,53.7,60.52,69.01,24.77,,,14.82,54.71,1.93,79.88,72,76.32,63.91,78.95,68.85,80.05,18.31,12.85,72.63,14222,48.0,62,34,202,34,62,12296
CA Santa Barbara MSSP,A3299,2020,AR,8.540000000000001,2619,1999,81,504,51,182,295,367,245,209,2,29,475,142,9950,5081,3236,9600834,0.48,25,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.87,83.08,74.4,81.82,59.43,75.31,66.02,74.47,19.67,13.79,72.12,11725,43.0,58,49,181,49,58,10167
CA MSSP 2023 Enhanced,A3299,2021,,4.22,2911,2613,*,281,17,325,690,605,182,170,*,10,522,121,9965,3439,5501,10278184,50.00,36,82.12,,,,,,,,,,,,,,,83.44,68.18,82.9,86.62,89,90.32,14.29,17.86,63.27,19660,118.0,296,606,418,606,296,17414
Utah 2017 ACO,A3301,2018,"UT, NV",7.256826600000001,2322,2041,27,214,51,308,653,545,210,191,1,10,542,125,9141,4693,3217,12086941,48.38,51,0.9677,84.82,93.7,92.2,82.69,55.64,59.63,75.07,30.33,,,13.99,41.18,1.96,72.98,65.33,76.92,68.67,69.35,72.36,77.41,5.56,10.41,70.23,17218,106.0,149,149,488,149,149,16287
Utah 2017 ACO,A3301,2020,"UT, NV",4.14,2067,1797,34,223,29,295,427,424,171,157,1,10,432,107,8960,4685,2764,7050269,0.48,31,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.91,85.76,72.37,54.55,79.14,73.68,63.27,77.47,15.29,11.32,73.77,19214,143.0,173,189,627,189,173,18075
Utah 2017 ACO,A3301,2019,"UT, NV",4.8500000000000005,2452,2189,26,204,43,328,648,532,212,196,1,9,547,129,9614,4853,3081,4061472,50.0,49,99.25,84.52,94.07,92.18,81.97,60.17,63.59,72.19,33.86,92.66,86.37,14.61,40.26,1.73,85.19,74.4,81.58,79.75,69.57,70.5,82.64,10.34,12.09,75.68,17026,,,208,516,208,,16022
WV MSSP Community Health Center,A3302,2020,"WV, MD, OH",6.370000000000001,2903,2537,79,246,59,124,329,440,268,246,2,13,732,178,8161,421,2439,12769058,0.48,26,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.19,55,63.12,71.83,85.81,70.53,64.49,85.28,20,19.48,68.65,22385,136.0,34,78,253,78,34,21374
West Virgina 2017 Health Center ACO,A3302,2019,"WV, MD, OH",3.0700000000000003,3295,2844,83,300,94,146,399,477,326,296,2,16,944,218,8878,486,2870,4610644,46.0,35,92.17,88.72,93.87,92.65,82.82,61.08,67.88,69.38,30.92,93.64,87.2,15.56,61.84,1.97,62.42,59.73,73.08,80.85,72.67,64.69,86.12,15.69,18.65,72.7,31454,,,88,309,88,,30064
WV MSSP CHC Enhanced,A3302,2022,,4.37,2805,2466,52,266,39,120,384,439,272,250,1,16,746,185,8638,385,2474,7663799,75.00%,31,81.47,,,,,,,,,,,,,,,64.67,75.86,85.57,66.56,62.62,88.33,26.79,20.71,62.96,18763,139.0,*,55,52,55,*,17972
"Aledade Accountable Care 12, LLC",A3302,2018,"WV, OH",0.9678489,3256,2833,108,278,81,164,348,496,343,315,2,15,937,242,8525,502,2818,0,46.06,30,0.9212,86.32,93.82,92.87,82.85,58.61,60.36,71.98,26.34,,,15.33,61.64,2.11,53.13,59.87,77.38,76.6,72.5,62.96,88.27,2.22,19.87,66.04,12055,125.0,19,5,99,5,19,11613
WV MSSP CHC Enhanced,A3302,2021,,4.37,2805,2466,52,266,39,120,384,439,272,250,1,16,746,185,8638,385,2474,7663799,75.00,31,81.47,,,,,,,,,,,,,,,64.67,75.86,85.57,66.56,62.62,88.33,26.79,20.71,62.96,18763,139.0,*,55,52,55,*,17972
Missouri 2017 ACO,A3303,2018,"MO, IL",-0.5094872,3461,3058,44,345,66,214,573,301,330,301,1,20,650,204,9624,2464,3964,0,47.73,62,0.9545,92.4,96.3,94.82,85.97,59.09,59.98,72.33,35.34,,,15.12,62.08,3.02,90.25,73.67,91.84,82.61,77.64,77.78,91.25,14.04,14.19,68.91,9255,45.0,12,9,129,9,12,8855
Missouri 2017 ACO,A3303,2019,"MO, KY, IL",2.8899999999999997,3828,3367,40,326,120,437,884,459,356,327,1,17,829,249,10959,5029,3664,0,46.0,83,92.17,86.98,93.41,91.89,83.48,55.25,62.91,70.44,23.8,92.6,84.59,15.31,58.33,1.97,66.33,80.65,85.19,67.5,70.63,66.67,76.68,7.89,14.91,82.49,4645,,,14,69,14,,4192
"Best Health, ACO LLC",A3309,2018,KS,-2.9754924,3194,2876,51,233,64,326,632,333,283,261,1,13,613,169,10849,258,4412,-3093968,47.5,61,0.95,87.4,90.77,91.0,85.94,50.76,57.72,74.44,29.97,,,14.67,58.47,1.44,85.08,70.73,82.61,33.87,73.79,87.1,83.74,0,9.68,83.87,10743,35.0,21,95,202,95,21,10274
"McLaren High Performance Network, LLC",A3317,2019,MI,6.909999999999999,3591,3246,78,196,92,238,690,453,344,323,2,9,775,253,9433,3682,4100,37099103,47.0,62,93.35,82.21,93.62,93.07,81.24,57.85,65.37,73.69,23.54,91.72,84.54,14.81,61.75,1.88,91.35,70.75,57.14,61.57,72.11,70.65,74.29,6.67,15.63,75.07,45588,,,220,1255,220,,41016
"McLaren High Performance Network, LLC",A3317,2018,MI,3.1271530999999997,3524,3185,84,163,110,200,645,459,344,322,2,9,784,253,9473,3914,4321,13814525,47.24,60,0.9449,80.68,91.5,90.49,80.69,56.26,59.96,72.91,25.1,,,14.95,62.92,1.89,90.06,68.99,81.25,60.73,71.03,68.27,79.54,13.33,19.5,73.05,40176,492.0,311,203,1040,203,311,35756
"McLaren High Performance Network, LLC",A3317,2021,,0.09,3084,2766,71,204,50,262,567,387,267,251,2,10,688,197,9400,2767,3776,0,50.00,47,80.80,,,,,,,,,,,,,,,73.26,93.1,77.78,71.88,75.87,85.53,14.63,11.23,80,38903,694.0,239,137,277,137,239,35595
"McLaren High Performance Network, LLC",A3317,2022,,0.09,3084,2766,71,204,50,262,567,387,267,251,2,10,688,197,9400,2767,3776,0,50.00%,47,80.80,,,,,,,,,,,,,,,73.26,93.1,77.78,71.88,75.87,85.53,14.63,11.23,80,38903,694.0,239,137,277,137,239,35595
"McLaren High Performance Network, LLC",A3317,2020,MI,3.19,3272,2929,109,186,94,261,686,407,302,282,3,9,658,228,8527,3299,3648,12175827,0.39,60,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.88,90.88,72.84,83.33,72.82,70.31,70.59,84.13,10.91,19.79,70.36,36743,615.0,272,182,987,182,272,33384
Community Care Collaborative of Pennsylvania and New Jersey LLC,A3318,2018,PA,5.6164204,2938,2594,54,218,114,182,610,555,284,264,1,10,572,209,9990,4203,5201,17244145,48.13,60,0.9625,88.38,94.65,93.8,81.06,59.98,63.36,74.9,24.99,,,15.02,58.19,2.14,84.53,83.33,81.48,69.04,72.62,72.55,75,7.5,13.04,80.75,28878,186.0,402,108,1050,108,402,26177
Community Care Collaborative of Pennsylvania and New Jersey LLC,A3318,2021,,4.16,2577,2339,23,176,52,129,478,515,234,221,1,8,486,182,10377,3911,5370,13728812,75.00,42,81.21,,,,,,,,,,,,,,,84.91,100,81.15,74.53,82.26,85.77,13.85,12.02,83.5,30006,258.0,403,*,295,*,403,27397
Community Care Collaborative of Pennsylvania and New Jersey LLC,A3318,2019,PA,8.94,2971,2634,45,221,99,169,506,509,269,251,1,10,558,199,10375,4384,5329,28303441,48.0,50,96.81,87.73,96.03,94.91,81.45,61.8,61.35,72.3,28.42,92.16,87.68,14.86,57.55,1.91,90.84,83.79,88.89,81.07,75,82.14,79.87,11.11,12.82,79.04,28196,,,120,1069,120,,25549
Community Care Collaborative of Pennsylvania and New Jersey LLC,A3318,2020,PA,4.31,2662,2387,28,204,73,168,515,528,249,234,1,9,464,192,9426,3886,4776,11992834,0.49,48,97.41,^,^,^,^,^,^,^,^,^,^,~,~,0.94,89.11,88.14,95.65,74.9,74.13,83.65,85.6,9.59,10.9,78.21,28089,200.0,339,124,1100,124,339,25630
Community Care Collaborative of Pennsylvania and New Jersey LLC,A3318,2022,,4.16,2577,2339,23,176,52,129,478,515,234,221,1,8,486,182,10377,3911,5370,13728812,75.00%,42,81.21,,,,,,,,,,,,,,,84.91,100,81.15,74.53,82.26,85.77,13.85,12.02,83.5,30006,258.0,403,*,295,*,403,27397
"Mid-Atlantic Collaborative Care, LLC",A3319,2020,"VA, MD, WV, PA",11.59,2152,1988,10,138,20,112,284,271,165,156,0,7,443,126,10680,5956,3856,10211605,0.4,20,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.75,90.04,90.58,85.37,83.21,81.97,75.29,87.92,14.08,9.26,73.2,9744,40.0,734,112,616,112,734,7057
"Mid-Atlantic Collaborative Care, LLC",A3319,2022,,9.18,2855,2654,*,189,22,109,508,333,196,183,*,9,535,153,13311,6963,5229,6343098,50.00%,34,85.55,,,,,,,,,,,,,,,85.79,91.67,86.35,75.08,81.6,91.19,17.14,10.45,83.04,5899,38.0,715,*,279,*,715,3178
"Mid-Atlantic Collaborative Care, LLC",A3319,2018,"MD, VA, PA, DC",4.3314269,5200,4927,83,191,49,508,1652,696,373,358,2,9,839,308,13460,6397,5328,10420928,46.339999999999996,125,0.9268,89.84,93.43,91.88,82.96,63.0,61.21,72.65,23.19,,,15.38,76.32,2.36,76.94,85.69,68.42,74.41,55.82,56.36,83,13.33,17.21,69.96,15991,89.0,1509,410,1128,410,1509,10105
"Mid-Atlantic Collaborative Care, LLC",A3319,2019,"MD, VA, WV, DC, PA",4.62,3893,3657,23,188,47,326,947,504,281,267,0,9,692,221,12804,6461,4898,12620138,49.0,66,98.5,88.63,92.81,91.17,79.59,62.17,61.48,74.22,28.63,93.53,85.88,15.19,55.91,1.71,87.94,87.01,80.95,74.44,70.25,71.96,80.25,14.58,13.74,72.44,21940,,,485,1416,485,,15009
"Mid-Atlantic Collaborative Care, LLC",A3319,2021,,9.18,2855,2654,*,189,22,109,508,333,196,183,*,9,535,153,13311,6963,5229,6343098,50.00,34,85.55,,,,,,,,,,,,,,,85.79,91.67,86.35,75.08,81.6,91.19,17.14,10.45,83.04,5899,38.0,715,*,279,*,715,3178
Texas Panhandle Clinical Partners ACO LLC,A3320,2020,"TX, NM",1.39,3204,2631,167,350,68,296,1120,759,320,290,5,18,802,192,10143,2205,3909,0,0.39,66,98.13,^,^,^,^,^,^,^,^,^,^,~,~,1.61,93.54,90.82,94.74,86.31,68.91,62.08,88.28,18.75,18.11,76.92,15327,267.0,82,1407,401,1407,82,12906
Texas Panhandle Clinical Partners ACO LLC,A3320,2022,,0.53,3292,2469,88,708,56,575,873,873,289,245,3,36,739,190,11697,3398,4301,0,40.00%,62,93.08,,,,,,,,,,,,,,,91.18,100,82.78,87.06,80.75,90.85,13.21,9.32,88.31,20625,353.0,120,1077,299,1077,120,18255
Texas Panhandle Clinical Partners ACO LLC,A3320,2018,"TX, NM",7.461387899999999,4013,3304,304,337,113,313,1198,884,394,347,12,20,972,228,10653,3232,4559,13021589,47.64,72,0.9528,85.04,91.58,90.07,84.69,51.67,57.29,69.78,27.06,,,14.75,66.92,2.87,67.93,72.23,64.18,56.68,53.92,58.98,76.85,12.7,25.17,70.48,13108,256.0,70,1089,281,1089,70,11035
Texas Panhandle Clinical Partners ACO LLC,A3320,2021,,0.53,3292,2469,88,708,56,575,873,873,289,245,3,36,739,190,11697,3398,4301,0,40.00,62,93.08,,,,,,,,,,,,,,,91.18,100,82.78,87.06,80.75,90.85,13.21,9.32,88.31,20625,353.0,120,1077,299,1077,120,18255
Texas Panhandle Clinical Partners ACO LLC,A3320,2019,"TX, NM",1.71,3607,3089,152,309,88,288,1330,796,343,310,5,18,893,200,11124,3037,4340,0,48.0,76,96.19,84.64,93.93,90.56,79.88,52.88,63.67,69.51,26.89,90.14,83.85,14.66,62.22,2.44,85.92,82.2,84.62,68.34,62,61.42,81.45,13.46,21.56,76.07,15607,,,1406,329,1406,,13153
"Osler Health ACO, LLC",A3321,2018,NJ,-1.9535783000000002,3217,2840,46,194,164,192,750,398,249,229,1,10,533,186,11471,5101,5859,0,46.379999999999995,57,0.9277,89.28,94.84,91.94,83.63,60.78,63.89,72.4,26.23,,,14.89,55.55,1.6,77.29,66.36,76.47,64.64,57.91,59.9,78.1,2.27,13.17,75,5048,27.0,100,171,188,171,100,4314
"Osler Health ACO, LLC",A3321,2019,NJ,-0.8099999999999999,3665,3314,179,261,64,267,1097,459,307,289,2,11,619,242,12886,6493,5702,0,46.0,77,92.17,90.09,94.79,93.59,80.73,63.45,66.63,73.9,31.6,92.54,88.48,15.38,62.99,2.06,89.29,63.75,86.27,70.78,59.45,65.47,83.25,9.52,12.64,81.33,3077,,,136,152,136,,2556
Richmond Good Help ACO,A3323,2020,VA,5.21,2704,2330,33,330,32,361,482,475,252,233,1,16,533,190,9297,3588,4227,18263938,0.39,35,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.71,80.23,60.54,75.76,66.78,71.37,71.85,80.77,0,10,71.14,36239,199.0,454,83,1135,83,454,27947
Richmond Good Help ACO,A3323,2019,VA,1.6500000000000001,3456,2981,45,407,47,243,672,521,327,300,1,20,770,245,10857,4608,4706,0,46.0,53,92.17,83.14,93.86,92.83,78.51,62.33,70.47,74.59,22.7,91.98,89.2,14.49,57.43,1.64,93.6,78.5,65.79,92.51,67.89,73.01,80.77,0,9.74,74.92,25812,,,70,718,70,,18409
Richmond Good Help ACO,A3323,2018,VA,-0.6199162,3220,2740,19,434,50,176,476,467,305,277,1,22,751,211,9914,4068,4653,0,49.46,39,0.9892,84.18,95.12,93.72,79.98,64.19,73.53,73.62,28.09,,,14.61,55.79,1.6,94.22,88.25,74,90.24,65.51,80.13,77.46,3.23,14.81,68.97,27993,166.0,249,77,724,77,249,20087
Richmond Good Help ACO,A3323,2022,,3.56,2682,2291,*,375,22,367,526,463,245,224,*,18,591,190,10330,3748,4714,12515269,40.00%,41,84.38,,,,,,,,,,,,,,,78.89,87.5,80.71,84.06,83.43,81.48,14.29,5.82,77.93,32955,225.0,409,79,300,79,409,25819
Richmond Good Help ACO,A3323,2021,,3.56,2682,2291,*,375,22,367,526,463,245,224,*,18,591,190,10330,3748,4714,12515269,40.00,41,84.38,,,,,,,,,,,,,,,78.89,87.5,80.71,84.06,83.43,81.48,14.29,5.82,77.93,32955,225.0,409,79,300,79,409,25819
Hampton Roads Good Help ACO,A3324,2018,VA,4.3083754,2760,2606,25,87,51,113,476,543,303,289,1,4,934,232,10556,4196,5000,4617995,49.059999999999995,50,0.9813,86.53,94.09,93.22,84.64,65.6,63.5,73.41,24.5,,,14.49,55.72,1.63,96.24,87.83,86.89,94.73,70.86,82.95,82.93,2.33,13.36,69.95,10503,93.0,170,44,329,44,170,6410
Hampton Roads Good Help ACO,A3324,2020,VA,4.79,2542,2397,60,84,25,262,444,455,244,236,1,4,721,201,9657,3458,4487,4379441,0.4,41,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.84,95.1,84.44,89.74,97.09,80.51,82.57,80.81,0,8.58,71.9,9305,52.0,155,39,297,39,155,5973
Hampton Roads Good Help ACO,A3324,2019,VA,10.68,2598,2477,15,74,38,114,414,461,275,264,0,4,871,211,10943,4239,5230,11335639,48.0,44,95.44,86.17,94.64,93.76,82.24,57.13,65.82,73,21.79,91.6,86,14.66,48.6,1.59,98.36,82.4,70.37,95.48,73.74,80.1,83.51,6.67,9.78,70.43,9689,,,47,304,47,,5995
Hampton Roads Good Help ACO,A3324,2022,,4.67,2377,2198,*,149,18,183,386,422,226,214,*,8,694,185,10525,4073,4736,2686911,40.00%,37,85.05,,,,,,,,,,,,,,,80.14,90.48,97.67,88.26,86.45,85.27,3.7,6.77,84.02,5778,55.0,100,*,99,*,100,3867
Hampton Roads Good Help ACO,A3324,2021,,4.67,2377,2198,*,149,18,183,386,422,226,214,*,8,694,185,10525,4073,4736,2686911,40.00,37,85.05,,,,,,,,,,,,,,,80.14,90.48,97.67,88.26,86.45,85.27,3.7,6.77,84.02,5778,55.0,100,*,99,*,100,3867
"Southeastern Health Partners Medicare ACO, LLC",A3325,2018,"SC, NC",1.9761186,2484,2068,82,322,38,212,433,409,246,222,2,17,557,156,10002,4194,4356,0,48.24,37,0.9648,89.61,94.16,92.98,81.26,57.18,62.5,74.79,31.29,,,14.22,51.44,1.9,93.7,70.34,66.67,76.21,69.66,78.31,82.92,27.03,11.31,71.95,56664,457.0,194,112,1051,112,194,50297
Southeastern Health Partners,A3325,2021,,1.42,2802,2202,91,510,34,428,477,523,249,216,3,26,565,169,10303,3309,4195,0,40.00,40,88.64,,,,,,,,,,,,,,,77.26,85.71,81.53,84.8,86.61,87.94,2.94,7.97,70.08,63313,811.0,197,98,250,98,197,56494
"Southeastern Health Partners Medicare ACO, LLC",A3325,2019,"SC, NC",1.7500000000000002,2693,2246,84,331,47,221,426,439,253,229,2,17,573,164,10309,4202,4363,0,46.0,37,92.17,88.54,94.55,92.74,82.6,60.82,64.25,73.29,30.53,94.29,88.24,14.36,51.51,2.0,91,71.92,62.71,82.92,74.05,81.12,84.33,0,8.78,71.36,60708,,,143,1208,143,,53678
Southeastern Health Partners,A3325,2022,,1.42,2802,2202,91,510,34,428,477,523,249,216,3,26,565,169,10303,3309,4195,0,40.00%,40,88.64,,,,,,,,,,,,,,,77.26,85.71,81.53,84.8,86.61,87.94,2.94,7.97,70.08,63313,811.0,197,98,250,98,197,56494
"Southeastern Health Partners Medicare ACO, LLC",A3325,2020,"SC, NC",2.6100000000000003,2317,1931,91,281,32,239,315,440,223,201,3,15,474,149,9428,3751,3987,13143429,0.39,28,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.06,90.77,76.28,60,83.96,80.13,83.3,83.17,3.51,11.07,65.61,57214,505.0,236,120,1247,120,236,50610
Kentucky Good Help ACO,A3326,2018,"KY, OH",-1.2611503,3929,3568,91,201,98,229,1268,580,443,418,2,10,1179,357,10796,3411,4029,0,48.38,102,0.9677,90.22,96.55,93.98,81.6,59.42,60.02,71.68,29.95,,,15.52,70.75,2.2,96.37,80.75,85.27,90.97,73.46,70.11,81.51,8.33,18.32,70.41,7323,70.0,5,3,54,3,5,7169
Kentucky Good Help ACO,A3326,2019,"KY, OH",-0.38,3671,3315,104,197,77,193,1017,511,412,387,3,10,1065,320,11073,3411,4153,0,46.0,76,92.17,88.68,97.33,95.32,83.56,61.13,60.95,68.9,33.87,95.12,89.47,14.96,66.49,2.33,93.22,69.4,81.03,92.94,65.84,64.64,80.7,18.45,20.83,72.8,7076,,,3,56,3,,6921
Mount Sinai Care,A3327,2022,,1.78,4081,3733,83,197,115,236,1339,597,285,271,2,7,582,227,13138,3726,8030,0,50.00%,58,81.75,,,,,,,,,,,,,,,87.18,100,66.04,75.59,84.27,91.1,36.84,9.38,75.63,43136,978.0,947,1289,1303,1289,947,32996
Mount Sinai Care,A3327,2021,,1.78,4081,3733,83,197,115,236,1339,597,285,271,2,7,582,227,13138,3726,8030,0,50.00,58,81.75,,,,,,,,,,,,,,,87.18,100,66.04,75.59,84.27,91.1,36.84,9.38,75.63,43136,978.0,947,1289,1303,1289,947,32996
"New York Medical Partners ACO, LLC",A3327,2019,NY,-13.69,5205,4738,11,164,309,188,2397,583,364,341,1,7,659,292,13419,4632,8023,-3236162,47.0,105,93.75,82.82,93.89,92.08,82.58,54.88,59.98,72.25,17.43,90.3,86.25,13.75,66.29,1.46,85.94,85.16,62.5,61.92,64.37,70.82,88.76,0,15.63,74.07,3495,,,73,186,73,,2871
"New York Medical Partners ACO, LLC",A3327,2020,NY,4.51,3694,3348,40,194,135,269,1157,551,272,257,2,7,494,213,10980,3376,6669,28496135,0.39,52,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.68,81.5,80.67,95.24,59.4,64.26,69.48,85.19,3.45,13.39,72.31,49278,961.0,971,1598,3091,1598,971,38059
"New York Medical Partners ACO, LLC",A3327,2018,NY,-4.3116046,3846,3513,7,151,184,98,1091,551,289,274,0,6,541,222,12014,3707,7677,-4415563,47.13,57,0.9425,88.45,94.1,92.47,82.51,55.7,60.18,72.46,16.69,,,15.58,65.55,1.59,71.31,63.07,44.44,51.23,59.27,64.98,85.12,11.11,17.42,78.2,8586,91.0,116,120,431,120,116,7267
"Healthy Communities ACO, LLC",A3328,2019,"NY, PA, NJ",5.79,3169,2795,25,333,57,115,1090,377,256,239,1,14,521,168,11883,3759,7254,7312780,46.0,61,92.17,84.8,93.64,92.88,83.53,64.81,65.8,75.37,23.6,93.92,87.78,14.45,56.54,2.17,94.72,95.66,100,95.8,81.53,81.49,84.3,15.38,9.11,84.12,10554,,,104,437,104,,9416
"Healthy Communities ACO, LLC",A3328,2018,"NY, PA, NJ",2.4253998,3394,3074,30,257,68,143,962,375,276,259,1,12,556,195,11314,3575,7042,0,49.059999999999995,64,0.9813,87.95,94.48,93.31,83.03,66.45,67.47,75.51,24.81,,,15.19,60.45,2.05,94.22,94,81.48,84.65,77.4,78.17,86.23,11.94,10.43,85.35,10058,36.0,144,108,416,108,144,9008
"University of Maryland Quality Care Network, LLC",A3332,2018,MD,0.4818175,3936,3883,11,29,22,186,541,410,234,231,0,1,594,178,10329,3945,5174,0,47.97,47,0.9594,86.91,94.58,94.38,81.8,60.25,64.05,74.92,24.79,,,14.03,57.29,1.55,75.16,77.7,59.57,56.22,61.76,73.98,82.55,11.54,15.91,73.46,55845,322.0,414,119,1768,119,414,44783
"Lifespan Health Alliance, LLC",A3336,2021,,-0.10,2915,2707,*,154,55,379,762,672,248,235,*,8,536,194,10468,3625,4521,0,75.00,64,86.13,,,,,,,,,,,,,,,74.3,90.91,83.87,85.52,89.26,88.51,25.42,6.4,81.97,16189,548.0,*,118,205,118,*,14580
"Lifespan Health Alliance, LLC",A3336,2019,"RI, MA",1.31,3146,2887,20,134,116,362,817,726,306,288,1,7,630,238,10698,4365,4689,2634415,59.0,76,97.69,89.57,94.78,93.43,83.82,67.28,58.55,75.64,25.17,94.41,87.92,15.24,59.73,1.72,95.64,72.73,89.47,75.89,82.1,86.49,83.64,21.21,10.63,80,17798,,,182,826,182,,15993
"Lifespan Health Alliance, LLC",A3336,2020,"RI, MA",0.32,2719,2495,14,140,82,392,705,683,254,238,0,7,509,201,10145,4190,4305,0,0.75,59,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.85,94.7,77.89,100,80.3,85.93,87.26,85.12,16.46,9.88,86.45,17615,451.0,105,185,857,185,105,15748
"Lifespan Health Alliance, LLC",A3336,2018,"RI, MA",-2.422774,3221,2950,5,160,111,318,874,728,315,297,0,7,646,248,9898,3719,4771,-4400612,58.76,81,0.9793999999999999,87.54,94.58,93.25,79.3,71.03,64.24,73.95,28.25,,,15.55,67.21,1.8,95.96,71.79,76.19,77.73,80.56,82.43,83.95,11.59,16.61,78.23,16966,417.0,90,171,736,171,90,15280
"Lifespan Health Alliance, LLC",A3336,2022,,-0.10,2915,2707,*,154,55,379,762,672,248,235,*,8,536,194,10468,3625,4521,0,75.00%,64,86.13,,,,,,,,,,,,,,,74.3,90.91,83.87,85.52,89.26,88.51,25.42,6.4,81.97,16189,548.0,*,118,205,118,*,14580
Allied Providers ACO LLC,A3355,2018,TX,-0.32604079999999996,3790,3163,242,281,151,482,1255,1030,371,337,9,15,777,249,11864,5943,4877,0,48.38,97,0.9677,91.57,93.77,92.11,87.31,62.21,57.23,70.99,29.9,,,15.12,57.96,1.62,73.4,71.86,89.66,75.46,66.67,72.15,80.12,9.76,18.56,80.85,5424,21.0,24,137,76,137,24,4722
Kennebec Region Health Alliance,A3356,2018,ME,-7.334293799999999,3443,3099,0,303,52,207,640,503,333,313,0,15,1046,239,9700,4052,3365,-6253831,49.35,60,0.987,87.14,94.72,93.18,78.55,67.96,62.69,76.47,27.19,,,14.67,62.6,1.91,84.52,62.24,45.45,77.78,75.5,70.52,69.36,0,30.24,72.4,8142,172.0,20,12,175,12,20,7876
Kennebec Region Health Alliance,A3356,2019,ME,-4.74,3417,3044,0,314,62,408,638,511,314,295,0,15,985,226,9923,4000,3062,-3885414,48.0,55,95.41,83.49,94.11,90.95,77.38,65.04,59.34,76.6,24.75,92.58,84.87,14.35,61.95,1.99,93.55,73.59,85.29,76.38,73.39,75.4,76.39,0,16.94,73.79,7246,,,11,165,11,,7009
"UOP ACO, LLC",A3361,2020,MI,6.67,3123,2784,59,144,135,180,409,727,341,316,3,8,675,284,11227,6342,3976,2901242,0.39,46,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.21,73.82,51.69,93.6,73.82,47.23,55.63,88.69,7.14,25.56,74.58,4192,55.0,190,40,342,40,190,3035
"UOP ACO, LLC",A3361,2022,,5.58,3411,2952,169,292,74,257,552,705,338,312,5,15,714,281,12623,7017,4593,3689869,40.00%,51,78.70,,,,,,,,,,,,,,,88.78,93.55,90.41,53.58,62.67,89.77,12.5,15.56,83.3,5712,112.0,297,*,150,*,297,3562
"UOP ACO, LLC",A3361,2018,MI,1.6403391999999999,3526,3150,120,172,114,85,695,494,377,349,3,11,782,299,10781,5403,4544,0,49.33,71,0.9865999999999999,86.22,93.19,91.58,83.12,60.87,61.16,70.95,36.4,,,15.4,64.94,2.16,90.55,72.04,92.41,86.54,70.74,74.83,83.25,18.75,16.5,81.32,8562,91.0,177,34,351,34,177,7077
"UOP ACO, LLC",A3361,2021,,5.58,3411,2952,169,292,74,257,552,705,338,312,5,15,714,281,12623,7017,4593,3689869,40.00,51,78.70,,,,,,,,,,,,,,,88.78,93.55,90.41,53.58,62.67,89.77,12.5,15.56,83.3,5712,112.0,297,*,150,*,297,3562
"UOP ACO, LLC",A3361,2019,MI,4.65,3660,3308,112,172,101,137,801,483,373,350,3,10,749,299,11680,5880,4580,2512714,46.0,80,92.17,86.49,93.06,93.25,82.46,60.42,60.33,72.69,25.81,88.32,84.15,15.27,64.54,1.74,86.59,72.41,80.26,83.2,69.26,73.91,83.62,35.48,18.04,76.79,9105,,,41,393,41,,7516
"VillageMD New Hampshire ACO, LLC",A3363,2019,"NH, ME",1.5699999999999998,3186,2708,26,378,86,134,577,486,284,256,1,19,573,192,9933,4487,3716,0,47.0,51,94.44,87.17,94.48,93.76,80.37,62.9,66.08,73.95,21.94,93.12,86.97,14.31,60.28,1.53,87.5,79.65,82.14,46.88,70.09,79.57,79.64,4.69,6.6,73.44,8213,,,15,255,15,,7901
